Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151844E7,456203.0,50690.0,5105.0,45585.0,0.0,10.071019925034523,89.92898007496548,0.0,-0.00297554816841645,0.048610259499963865,0.22047734464103985,95.56726753159316,138.25174347192805,229377.38018265413,4.895829E7,-4.872891261981735E7,4.52510120699653,965.8372460051293,-961.3121447981327,12648.642399271675,0.2495293430513252,5.514337285219454,0.0050335570469798654,9.0,0.004580589750930432,224.0,0.9954194102490695,48678.0,0.9949664429530202,1779.0,0.03862660944206009,0.0050335570469798654,0.008906481939633846,0.0012353079662035403,0.5002264836480247,0.035290108863385086,0.10071019925034523,0.10368758505389303,0.8963124149461071,0.8992898007496548,NaN,0.10071019925034523,NaN,NaN,0.4985113070982261,0.058745888913569334,NaN,0.10071019925034523,0.922,0.212,0.65625,0.21875,656.25,218.75,105174.0,3.5130889E7,3906388.0,10.071019925034523,2.7027027027024477,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151844E7,456203.0,50690.0,5133.0,45557.0,0.0,10.12625764450582,89.87374235549419,0.0,-0.0022400475294073767,0.04858040127322256,0.22040962155319482,95.50854012465045,138.20923422487485,229379.31007700754,4.8928218E7,-4.8698838689922996E7,4.525139279483281,965.2439928980075,-960.7188536185242,12750.21122037137,0.2515330680680878,5.558570742971915,0.0044742729306487695,8.0,0.004641936935094679,227.0,0.9953580630649054,48675.0,0.9955257270693513,1780.0,0.03404255319148936,0.0044742729306487695,0.00790904597132971,-4.5530337126540075E-4,0.49991616799777705,0.035267723052415954,0.10126257644505819,0.10351313103932822,0.8964868689606719,0.8987374235549418,NaN,0.10126257644505819,NaN,NaN,0.49887472270286504,0.058808080965244786,NaN,0.10126257644505819,0.734,0.178,0.546875,0.171875,546.875,171.875,105414.0,3.5130889E7,3906388.0,10.12625764450582,2.7027027027024477,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151844E7,456203.0,50690.0,5189.0,45501.0,0.0,10.236733083448412,89.76326691655159,0.0,-0.0015513994815521453,0.04852068481973994,0.22027411291329704,95.39094593186174,138.1239494401809,229384.17705484026,4.8868074E7,-4.863868982294516E7,4.525235294039066,964.0574866837641,-959.532251389725,12904.531827253915,0.2545774674936657,5.625728850586215,0.006155567991046447,11.0,0.006318630758849151,309.0,0.9936813692411508,48594.0,0.9938444320089536,1776.0,0.034375,0.006155567991046447,0.01044138585666825,-3.7968537801163983E-4,0.4999184686160986,0.035248094000057184,0.10236733083448411,0.10389893204468197,0.8961010679553181,0.8976326691655159,NaN,0.10236733083448411,NaN,NaN,0.4992341993949011,0.05888835985059017,NaN,0.10236733083448411,0.389,0.165,0.390625,0.171875,390.625,171.875,104514.0,3.5130889E7,3906388.0,10.236733083448412,2.7027027027024477,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151844E7,456204.0,50689.0,5245.0,45444.0,0.0,10.347412653632938,89.65258734636706,0.0,-4.89347510086558E-4,0.04846085802504546,0.22013827024178567,95.27341934850206,138.03891860317012,229376.63867814484,4.8806856E7,-4.857747936132185E7,4.525175850345141,962.8687880999822,-958.3436122496371,13078.027516982831,0.25800523815784154,5.7015516455159005,0.004476776720761052,8.0,0.005337205022289477,261.0,0.9946627949777105,48641.0,0.9955232232792389,1779.0,0.02973977695167286,0.004476776720761052,0.007782101167315175,-0.00218405068699424,0.4995697858492358,0.0352295103350616,0.10347412653632938,0.10392270683608416,0.8960772931639157,0.8965258734636706,NaN,0.10347412653632938,NaN,NaN,0.4997757098501226,0.059000592969307306,NaN,0.10347412653632938,0.423,0.164,0.421875,0.15625,421.875,156.25,104466.0,3.5130966E7,3906311.0,10.347412653632938,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151844E7,456204.0,50689.0,5043.0,45646.0,0.0,9.948904101481585,90.05109589851841,0.0,-0.004244336354602927,0.04867626805323587,0.2206269884969558,95.69677523308391,138.34514855622936,229376.67774422537,4.9023804E7,-4.8794427322255775E7,4.525176621046486,967.1487699500877,-962.6235933290413,12425.169478237356,0.24512555935681027,5.416927998273864,0.003357582540570789,6.0,0.006298310907529345,308.0,0.9937016890924707,48594.0,0.9966424174594292,1781.0,0.01910828025477707,0.003357582540570789,0.005711565920990004,-0.006912070262502821,0.4985296358165207,0.035199985914379714,0.09948904101481584,0.1037322608500634,0.8962677391499366,0.9005109589851842,NaN,0.09948904101481584,NaN,NaN,0.4978783900823762,0.05863259237133432,NaN,0.09948904101481584,0.793,0.226,0.390625,0.1875,390.625,187.5,105126.0,3.5130966E7,3906311.0,9.948904101481585,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151845E7,456204.0,50689.0,5178.0,45511.0,0.0,10.215234074454024,89.78476592554598,0.0,-0.0015224892465570117,0.048532305905682874,0.22030049002597082,95.41371590672765,138.1403640725596,229378.8975907106,4.8878814E7,-4.864943510240929E7,4.525220414502369,964.2883860403638,-959.7631656258613,12902.44227694064,0.25454126688119,5.624947374175175,0.00391717963066592,7.0,0.005480348452006053,268.0,0.9945196515479939,48634.0,0.996082820369334,1780.0,0.025454545454545455,0.00391717963066592,0.0067895247332686705,-0.003924547099939295,0.49921841558932994,0.03521581016703224,0.10215234074454023,0.1036907420017062,0.8963092579982938,0.8978476592554597,NaN,0.10215234074454023,NaN,NaN,0.49923079937141707,0.058856620832938154,NaN,0.10215234074454023,0.468,0.256,0.4375,0.171875,437.5,171.875,105078.0,3.5130966E7,3906311.0,10.215234074454024,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151845E7,456204.0,50689.0,5212.0,45477.0,0.0,10.282309771350786,89.71769022864922,0.0,-3.885264575929911E-4,0.04849604877222508,0.2202181844721845,95.3423109747315,138.08855197618487,229382.79141847967,4.8842298E7,-4.861291520858152E7,4.5252972325056655,963.5679930556926,-959.0426958231869,13024.13073917625,0.2569419546484691,5.677902277950477,0.005595970900951315,10.0,0.006012024048096192,294.0,0.9939879759519038,48608.0,0.9944040290990487,1777.0,0.03289473684210526,0.005595970900951315,0.009564801530368245,-9.93772501162216E-4,0.49979197342642756,0.03524099369179439,0.10282309771350787,0.10318480161888878,0.8968151983811111,0.8971769022864922,NaN,0.10282309771350787,NaN,NaN,0.4998191480473094,0.05898769904373504,NaN,0.10282309771350787,0.419,0.166,0.421875,0.171875,421.875,171.875,105270.0,3.5130966E7,3906311.0,10.282309771350786,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151845E7,456204.0,50689.0,5229.0,45460.0,0.0,10.315847619799168,89.68415238020083,0.0,2.0879700488577425E-4,0.04847792020549618,0.2201770201576363,95.30701258252793,138.0632971453788,229375.507941939,4.882404E7,-4.859466449205806E7,4.525153543016019,963.207796563357,-958.682643020341,13102.184661006024,0.25848181382560365,5.712111453644185,0.007274762171236709,13.0,0.006155167477812768,301.0,0.9938448325221872,48601.0,0.9927252378287633,1774.0,0.041401273885350316,0.007274762171236709,0.012375059495478343,0.002631564776067823,0.500559797346712,0.03529891568429535,0.10315847619799168,0.10294034241516543,0.8970596575848345,0.8968415238020083,NaN,0.10315847619799168,NaN,NaN,0.5001090668914132,0.05903430364345775,NaN,0.10315847619799168,0.374,0.163,0.375,0.15625,375.0,156.25,105210.0,3.5130966E7,3906311.0,10.315847619799168,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151845E7,456204.0,50689.0,5214.0,45475.0,0.0,10.286255400580007,89.71374459942,0.0,-0.0012905344641237716,0.04849391599966874,0.22021334201103426,95.33849554307095,138.0861306917055,229374.57590569253,4.884015E7,-4.8610775424094304E7,4.525135155668735,963.5256169977707,-959.000481842102,12983.58461805547,0.25614205484534064,5.660428827732712,0.0039149888143176735,7.0,0.003864951636980839,189.0,0.9961350483630191,48712.0,0.9960850111856824,1781.0,0.03571428571428571,0.0039149888143176735,0.007056451612903226,1.4872768119787851E-4,0.5000250185886684,0.03527564931529872,0.10286255400580008,0.10415034548645498,0.895849654513545,0.8971374459942,NaN,0.10286255400580008,NaN,NaN,0.49935610425967253,0.058890122910821824,NaN,0.10286255400580008,0.59,0.165,0.359375,0.171875,359.375,171.875,105738.0,3.5130966E7,3906311.0,10.286255400580007,2.702702702702448,?
dataset_thema09-weka.filters.unsupervised.attribute.StringToNominal-Rlast,1,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02111151845E7,456204.0,50689.0,5162.0,45527.0,0.0,10.183669040620252,89.81633095937974,0.0,-0.0015850400532742446,0.0485493680861336,0.2203392114130701,95.44749173691895,138.1650220697006,229374.01144629397,4.8895998E7,-4.86666239885537E7,4.525124019931227,964.6273945037385,-960.1022704838072,12829.146085547816,0.2530952689054394,5.593112316715818,0.0044742729306487695,8.0,0.005439561563158218,266.0,0.9945604384368418,48635.0,0.9955257270693513,1780.0,0.029197080291970802,0.0044742729306487695,0.007759456838021339,-0.002428536594643516,0.4995173556837453,0.03524673584607418,0.10183669040620252,0.10338260963923336,0.8966173903607666,0.8981633095937974,NaN,0.10183669040620252,NaN,NaN,0.4992270403834846,0.05889930980013034,NaN,0.10183669040620252,0.374,0.158,0.375,0.15625,375.0,156.25,105726.0,3.5130966E7,3906311.0,10.183669040620252,2.702702702702448,?
